identifier,dimension,smiles,bus,elements,ms,nms,mo_formula,csdformula
PEPBOC,3,NCCNCCN,[],"['Ge', 'O']",['Ge'],['O'],Ge14 H8 O32,"(H8 Ge14 O32)0.5n,0.25n(C4 H13 N3),2.5n(H2 O1)"
PEQFIB,0,Nc1ccc(N)cc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo10 P4 H5 O46,"7(C6 H10 N2 2+),2(H2 Mo5 O23 P2 4-),2(H3 Mo5 O23 P2 3-),21(H2 O1)"
PEQFOH,0,Nc1cccc(N)c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H2 O23,"2(C6 H10 N2 2+),H2 Mo5 O23 P2 4-,4(H2 O1)"
PEQFUN,0,Nc1ccccc1N,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H1 O23,"C6 H9 N2 1+,2(C6 H10 N2 2+),H1 Mo5 O23 P2 5-,3(H2 O1)"
PEQTOV,3,c1c[nH]cn1,[4],"['Bi', 'C', 'O']",['Bi'],"['C', 'O']",Bi4 H8 C16 O36,"(C3 H5 N2 1+)4n,n(C16 H8 Bi4 O36 4-),4n(H2 O1)"
PEQTUB,3,CCN(CC)CC,[4],"['Bi', 'C', 'O']",['Bi'],"['C', 'O']",Bi3 C10 O20,"(C10 Bi3 O20 1-)n,n(C6 H16 N1 1+)"
PEQZER,0,NCCN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']",Co1 P4 H6 O16,"2(C2 H10 N2 2+),H6 Co1 O16 P4 4-"
PERHOK,2,NCc1ccccn1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn5 P6 H12 O28,"(C6 H10 N2 2+)2n,n(H12 O28 P6 Zn5 4-),6n(H2 O1)"
PESTIS,0,CCNCC,[8],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu2 H18 C12 O12,"C12 H18 Cu2 O12 2-,2(C4 H12 N1 1+)"
PETFEA,3,C1CNCCNC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O16,"(C5 H14 N2 2+)n,n(H4 O16 P4 Zn3 2-)"
PETNOS,3,C1CNCCN1,[0],"['In', 'O', 'P']",['In'],"['O', 'P']",In2 P5 H7 O15,"(C4 H12 N2 2+)n,n(H7 In2 O15 P5 2-)"
PEVGUU,0,CCNCC,[1],"['O', 'P', 'Ti', 'W']","['Ti', 'W']","['O', 'P']",Ti2 P2 W22 O79,"O79 P2 Ti2 W22 5-,5(C4 H12 N1 1+),4(H2 O1)"
PEVQIQ,3,C1CN2CCN1CC2,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']",Fe4 P4 H6 O19 F2,"(C6 H14 N2 2+)n,n(H6 F2 Fe4 O19 P4 2-)"
PEXBAY,0,CC(C)NC(C)C,[4],"['C', 'I', 'O', 'Sn']",['Sn'],"['C', 'I', 'O']",Sn1 C4 I2 O8,"2(C6 H16 N1 1+),C4 I2 O8 Sn1 2-"
PEXLEM,0,c1cnc2c(c1)ccc1cccnc12,[10],"['Ce', 'N', 'O']",['Ce'],"['N', 'O']",Ce1 N6 O18,"Ce1 N6 O18 3-,6(C12 H9 N2 1+),3(N1 O3 1-)"
PEXLIQ,0,c1cnc2c(c1)ccc1cccnc12,[10],"['N', 'O', 'Pr']",['Pr'],"['N', 'O']",Pr1 N6 O18,"N6 O18 Pr1 3-,6(C12 H9 N2 1+),3(N1 O3 1-)"
PEZLAI,1,NCCCN,[2],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']",Zn1 S2 O8,"(C3 H12 N2 2+)n,n(O8 S2 Zn1 2-)"
PEZLEM,2,C1CN2CCN1CC2,[2],"['O', 'S', 'Th']",['Th'],"['O', 'S']",Th2 H4 S6 O26,"(H4 O26 S6 Th2 4-)n,2n(C6 H14 N2 2+),2n(H2 O1)"
PEZLIQ,2,C1CNCCN1,[2],"['O', 'S', 'Th']",['Th'],"['O', 'S']",Th3 H8 S7 O32,"(C4 H12 N2 2+)n,n(H8 O32 S7 Th3 2-),5n(H2 O1)"
PEZNUG,3,CCN,[7],"['C', 'Fe', 'Ga', 'O']","['Fe', 'Ga']","['C', 'O']",Ga1 Fe1 H6 C6 O12,"(C6 H6 Fe1 Ga1 O12 1-)n,C2 H8 N1 1+"
PEZPAO,3,CNC,[7],"['C', 'Ga', 'Ni', 'O']","['Ga', 'Ni']","['C', 'O']",Ga1 Ni1 H6 C6 O12,"(C6 H6 Ga1 Ni1 O12 1-)n,C2 H8 N1 1+"
PHOLRE,0,c1cnc2c(c1)ccc1cccnc12,[],"['Cl', 'O', 'Re']",['Re'],"['Cl', 'O']",Re1 H2 Cl2 O4,"C12 H10 N2 2+,H2 Cl2 O4 Re1 1-,Cl1 1-"
PIBNIY,0,C1CN2CCN1CC2,[],"['Mo', 'O']",['Mo'],['O'],Mo7 O24,"3(C6 H14 N2 2+),Mo7 O24 6-,4(H2 O1)"
PIBNOE,1,C1CN2CCN1CC2,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(C6 H14 N2 2+)n,n(Mo3 O10 2-),n(H2 O1)"
PIBYOP,2,NCCN,[1],"['Er', 'O', 'P']",['Er'],"['O', 'P']",Er2 P4 H10 O18,"(H10 Er2 O18 P4)n,n(C2 H8 N2)"
PIBYUV,2,NCCN,[1],"['O', 'P', 'Tb']",['Tb'],"['O', 'P']",Tb2 P4 H10 O18,"(H10 O18 P4 Tb2)n,n(C2 H8 N2)"
PIBZAC,2,NCCN,[1],"['Eu', 'O', 'P']",['Eu'],"['O', 'P']",Eu2 P4 H10 O18,"(H10 Eu2 O18 P4)n,n(C2 H8 N2)"
PIGVEH,2,CN(C)CCN(C)C,[1],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']",U2 P2 H2 O12 F2,"(C6 H18 N2 2+)n,n(H2 F2 O12 P2 U2 2-)"
PIGXAF,3,CNC,[4],"['C', 'Cd', 'O']",['Cd'],"['C', 'O']",Cd3 C8 O16,"(C2 H8 N1 1+)2n,n(C8 Cd3 O16 2-),n(C1 H4 O1),2n(H2 O1)"
PIHDUG,0,NCCN(CCN)CCN,[],"['O', 'Sb', 'V']","['Sb', 'V']",['O'],V15 Sb6 O42,"2(C6 H21 N4 3+),O42 Sb6 V15 6-,0.33(C6 H18 N4),3(H2 O1)"
PILDUK,0,NCc1ccccc1,[2],"['Cd', 'O', 'S']",['Cd'],"['O', 'S']",Cd1 H8 S2 O12,"2(C7 H10 N1 1+),H8 Cd1 O12 S2 2-"
PILMOO,0,N=c1[nH]cc[nH]1,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']",Zr1 C8 O16,"C8 O16 Zr1 4-,4(C3 H6 N3 1+),5(H2 O1)"
PILMUU,0,N=C(N)N,[4],"['C', 'O', 'Zr']",['Zr'],"['C', 'O']",Zr1 C8 O16,"C8 O16 Zr1 4-,4(C1 H6 N3 1+)"
PILWEN,1,NCCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(C3 H12 N2 2+)n,n(Mo3 O10 2-)"
PIPHWO,0,C1CCNCC1,[],"['O', 'W']",['W'],['O'],W7 O24,"6(C5 H12 N1 1+),O24 W7 6-"
PIPYOF,0,CNC,[],"['O', 'W', 'Zn']","['W', 'Zn']",['O'],Zn1 H1 W12 O40,"H1 O40 W12 Zn1 5-,5(C2 H8 N1 1+),3.5(H2 O1)"
PIXPOE,3,CN,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']",Co1 H3 C3 O6,"(C3 H3 Co1 O6 1-)n,C1 H6 N1 1+"
POBJIB,3,NCCNCCN,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']",Be3 P4 H4 O12,"(H4 Be3 O12 P4 2-)n,n(C4 H15 N3 2+)"
POBNEB,3,N=CN,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']",Mn1 H3 C3 O6,"(C3 H3 Mn1 O6 1-)n,n(C1 H5 N2 1+)"
PODCUH,2,C1CNCCN1,[2],"['Ce', 'O', 'S']",['Ce'],"['O', 'S']",Ce2 H4 S6 O26,"(C4 H12 N2 2+)3n,n(H4 Ce2 O26 S6 6-),n(H2 O1)"
POFMUU,0,Cc1ccc2ccc3ccc(C)nc3c2n1,[],"['Cr', 'O']",['Cr'],['O'],Cr2 O7,"2(C14 H13 N2 1+),Cr2 O7 2-,2(H2 O1)"
POFYUF,1,C1CNCCN1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 H6 O27,"(H6 Mo8 O27)n,3n(C4 H10 N2)"
POHPUA,0,CC(C)NC(C)C,[4],"['C', 'Cl', 'O', 'Sn']",['Sn'],"['C', 'Cl', 'O']",Sn1 C4 Cl2 O8,"2(C6 H16 N1 1+),C4 Cl2 O8 Sn1 2-"
POJSEP,0,CNC,[11],"['As', 'Nb', 'O', 'W']","['Nb', 'W']","['As', 'O']",Nb3 As2 H1 W18 O69,"H1 As2 Nb3 O69 W18 10-,10(C2 H8 N1 1+),6(H2 O1)"
POJVIU,3,CC1CNCCN1,[6],"['As', 'O', 'V']",['V'],"['As', 'O']",V3 As3 H3 O16,"(C5 H14 N2 2+)n,n(H3 As3 O16 V3 2-),3n(H2 O1)"
POLBAT,3,CNC,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga3 P3 H1 O13,"(C2 H8 N1 1+)n,n(H1 Ga3 O13 P3 1-)"
POLBIB,3,NCCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']",V3 P2 H4 O15,"(H4 O15 P2 V3 2-)n,n(C3 H12 N2 2+)"
POLBOH,3,NCCN,[1],"['F', 'O', 'P', 'V']",['V'],"['F', 'O', 'P']",V2 P1 O8 F1,"(F1 O8 P1 V2 2-)n,n(C2 H10 N2 2+)"
POLBUN,3,NCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga3 P3 O12 F2,"(C3 H12 N2 2+)n,n(F2 Ga3 O12 P3 2-),n(H2 O1)"
POMLAG,1,CCCN(CCC)CCC,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu2 H1 C8 O16,"3(C9 H22 N1 1+),n(C8 H1 Cu2 O16 3-)"
PONPOX,3,NCCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga3 P3 O12 F2,"(C4 H14 N2 2+)n,n(F2 Ga3 O12 P3 2-)"
POQKAI,3,NCCN,[0],"['In', 'O', 'P']",['In'],"['O', 'P']",In2 P4 H4 O12,"(C2 H10 N2 2+)n,n(H4 In2 O12 P4 2-)"
POQQES,3,C1CNCCN1,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']",Fe6 B6 P12 H10 O56,"(C4 H12 N2 2+)3n,n(H10 B6 Fe6 O56 P12 6-),2n(H2 O1)"
PORGAE,3,c1ccncc1,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']",Ga2 Co1 P3 O12,"(C5 H6 N1 1+)n,n(Co1 Ga2 O12 P3 1-)"
POVBEJ,2,c1cc(CCCc2ccncc2)ccn1,[],"['Ag', 'Al', 'Mo', 'O']","['Ag', 'Al', 'Mo']",['O'],Al2 Ag2 Mo12 H12 O48,"(H12 Ag2 Al2 Mo12 O48 4-)n,2(C13 H16 N2 2+),5(H2 O1)"
POVMOC,3,NCCCCN,"[1, 1]","['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']",Al6 P6 O24 F4,"(C4 H14 N2 2+)2n,n(Al6 F4 O24 P6 4-)"
POVMOF,0,N=C(N)N,[],"['Li', 'Np', 'O']","['Li', 'Np']",['O'],Li1 Np1 H10 O10,"H8 Li1 O4 1+,H2 Np1 O6 3-,2(C1 H6 N3 1+),2(H2 O1)"
POVNUM,1,N=C(N)N,[2],"['O', 'S', 'U']",['U'],"['O', 'S']",U1 H4 S1 O8,"(H4 O8 S1 U1)n,2(C1 H6 N3 1+),2(N1 O3 1-),H2 O1"
POVPAU,1,Nc1ccncc1,[2],"['O', 'S', 'U']",['U'],"['O', 'S']",U1 S2 O10,"(O10 S2 U1 4-)n,2(C5 H8 N2 2+)"
POVQAU,2,C(=Cc1ccncc1)c1ccncc1,[],"['Ag', 'Al', 'Mo', 'O']","['Ag', 'Al', 'Mo']",['O'],Al2 Ag2 Mo12 H16 O50,"(H16 Ag2 Al2 Mo12 O50 4-)n,2(C12 H12 N2 2+)"
POWVED,0,C1CN2CCN1CC2,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']",Fe1 H4 C2 Cl2 O6,"C6 H14 N2 2+,C2 H4 Cl2 Fe1 O6 1-,Cl1 1-"
POXHAM,0,C1CNCCN1,[],"['Al', 'Mo', 'O']","['Al', 'Mo']",['O'],Al1 Mo6 H6 O24,"5(C4 H12 N2 2+),2(H6 Al1 Mo6 O24 3-),2(O4 S1 2-),16(H2 O1)"
POXJOC,0,CNC,[],"['O', 'V']",['V'],['O'],V16 H6 O42,"4(C2 H8 N1 1+),H6 O42 V16 2-,O4 S1 2-,8(H2 O1)"
PUBDAR,0,c1c[nH]cn1,[],"['Mo', 'O', 'Te']","['Mo', 'Te']",['O'],Te1 Mo6 O24,"6(C3 H5 N2 1+),Mo6 O24 Te1 6-,4(H2 O1)"
PUBDEV,0,c1cn[nH]c1,[],"['Mo', 'O', 'Te']","['Mo', 'Te']",['O'],Te2 Mo6 H6 O30,"6(C3 H5 N2 1+),Mo6 O24 Te1 6-,H6 O6 Te1"
PUCFOJ,2,C(CC1CCNCC1)CC1CCNCC1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O12,"(C13 H28 N2 2+)n,n(H4 O12 P4 Zn3 2-)"
PUCYIY,1,CNC,[2],"['Fe', 'O', 'S']",['Fe'],"['O', 'S']",Fe3 H1 S4 O18,"(H1 Fe3 O18 S4 3-)n,3(C2 H8 N1 1+)"
PUHSIV,0,C(=Cc1ccncc1)c1ccncc1,[],"['O', 'V']",['V'],['O'],V10 O28,"3(C12 H12 N2 2+),O28 V10 6-,2(H2 O1)"
PUKNIV,2,Cc1ncc[nH]1,[1],"['In', 'O', 'P']",['In'],"['O', 'P']",In1 P2 H6 O10,"(H6 In1 O10 P2 1-)n,C4 H7 N2 1+"
PULHOT,3,C1CN2CCN1CC2,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']",Mn1 Ga1 P3 H2 O12,"(C6 H14 N2 2+)n,n(H2 Ga1 Mn1 O12 P3 2-)"
PUMREU,2,C1CNCCN1,[],"['O', 'V']",['V'],['O'],V4 O9,"(C4 H12 N2 2+)n,n(O9 V4 2-)"
PUPCEJ,0,CC1CNCCN1,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']",Cu1 H8 S2 O12,"C5 H14 N2 2+,H8 Cu1 O12 S2 2-,2(H2 O1)"
PUPJOA,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P2 W18 O62,"3(C10 H10 N2 2+),O62 P2 W18 6-,3(H2 O1)"
PUPJUG,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P2 H1 W18 O62,"5(C10 H10 N2 2+),2(H1 O62 P2 W18 5-)"
PUPYAA,3,CN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']",Fe3 P3 O12 F2,"(F2 Fe3 O12 P3 2-)n,2n(C1 H6 N1 1+),n(H2 O1)"
PURBEK,2,CC(CN)CCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B6 H3 O13,"(C6 H18 N2 2+)n,n(H3 Al1 B6 O13 2-)"
PURBIO,3,NCCCCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B5 O10,"(C5 H16 N2 2+)n,n(Al1 B5 O10 2-),2n(H2 O1)"
PURBOU,3,NCCCCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B5 O10,"(C5 H16 N2 2+)n,n(Al1 B5 O10 2-)"
PURBUA,3,NCCCNCCN,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']",Al1 B5 O10,"(C5 H17 N3 2+)n,n(Al1 B5 O10 2-),n(H2 O1)"
PUVWEL,1,NCCNCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O27,"(Mo8 O27 6-)n,2n(C4 H16 N3 3+),2n(H2 O1)"
PUWZUD,0,Nc1ccncc1,[4],"['C', 'Cr', 'Mn', 'O']","['Cr', 'Mn']","['C', 'O']",Mn1 Cr2 H4 C12 O26,"4(C5 H7 N2 1+),C12 H4 Cr2 Mn1 O26 4-,3(H2 O1)"
PUXBAM,0,Nc1ccncc1,[4],"['C', 'Co', 'Cr', 'O']","['Co', 'Cr']","['C', 'O']",Cr2 Co1 H4 C12 O26,"4(C5 H7 N2 1+),C12 H4 Co1 Cr2 O26 4-,3(H2 O1)"
PUXGOE,3,C1CCNC1,[5],"['O', 'Si']",['Si'],['O'],Si36 O72,"(C4 H9 N1)n,n(O72 Si36)"
PUXHIZ,1,Cc1ccc(N)cc1,[1],"['Cd', 'O', 'P']",['Cd'],"['O', 'P']",Cd1 P6 H8 O22,"(C7 H10 N1 1+)4n,n(H8 Cd1 O22 P6 4-),4n(H2 O1)"
PUZDIY,0,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10],"['Dy', 'N', 'O']",['Dy'],"['N', 'O']",Dy1 H6 N3 O12,"H6 Dy1 N3 O12,C40 H26 N8,2(C6 H6)"
PUZDOE,0,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10],"['N', 'O', 'Yb']",['Yb'],"['N', 'O']",Yb1 H6 N3 O12,"H6 N3 O12 Yb1,C40 H26 N8,2(C6 H6)"
PUZDUK,0,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10],"['N', 'O', 'Yb']",['Yb'],"['N', 'O']",Yb1 H6 N3 O12,"H6 N3 O12 Yb1,C40 H26 N8,2(C6 H4 Cl2)"
PUZFIA,0,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10],"['N', 'O', 'Sm']",['Sm'],"['N', 'O']",Sm1 H4 N4 O14,"H4 N4 O14 Sm1 1-,C40 H27 N8 1+,3.5(C6 H4 Cl2)"
PYMCAM,0,c1ccncc1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']",Mo2 H4 Cl4 O6,"2(C5 H6 N1 1+),H4 Cl4 Mo2 O6 2-,H2 O1"
PYMOCM,1,c1ccncc1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']",Mo2 Cl4 O4,"2(C5 H6 N1 1+),Cl4 Mo2 O4 2-,3(H2 O1)"
PYPOAM10,0,c1ccncc1,[],"['Mo', 'O']",['Mo'],['O'],Mo2 H4 O13,"2(C5 H6 N1 1+),H4 Mo2 O13 2-"
PYPOMO10,0,c1ccncc1,[],"['Mo', 'O']",['Mo'],['O'],Mo2 H2 O14,"2(C5 H6 N1 1+),H2 Mo2 O14 2-"
QACNEO,2,NCCN,[],"['O', 'V']",['V'],['O'],V14 O32,"(C2 H8 N2)2n,n(O32 V14)"
QACQOB,1,NCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P4 O16,"(C2 H10 N2 2+)4n,n(O16 P4 Zn2 8-)"
QACRES,3,CN(C)CCN(C)C,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P6 O24 F2,"(C6 H18 N2 2+)n,n(F2 Ga6 O24 P6 2-)"
QADJEL,2,NCCN,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']",Ga2 P3 H3 C4 O20,"(C2 H10 N2 2+)2n,n(C4 H3 Ga2 O20 P3 4-),n(H2 O1)"
QADJIP,2,NCCN,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']",Ga4 P6 H8 C8 O40,"(C2 H10 N2 2+)3n,n(C8 H8 Ga4 O40 P6 6-)"
QADSUJ,2,CCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al3 P4 O16,"(Al3 O16 P4 3-)n,3n(C3 H10 N1 1+)"
QADVUN,3,CCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P3 H1 O12,"(C3 H10 N1 1+)n,n(H4 N1 1+),n(H1 O12 P3 Zn3 2-)"
QADWAU,3,NCCCNCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H3 O16,"(C6 H20 N3 3+)n,n(H3 O16 P4 Zn3 3-),n(H2 O1)"
QADWEY,3,NCCCNCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H3 O16,"(C6 H20 N3 3+)n,n(H3 O16 P4 Zn3 3-)"
QAGFOT,0,C1CN2CCN1CC2,[],"['Mo', 'O']",['Mo'],['O'],Mo6 H1 O19,"2(C6 H13 N2 1+),H1 Mo6 O19 2-,C6 H12 N2"
QAHJIT,3,NCCCNCCNCCCN,[],"['Ge', 'O']",['Ge'],['O'],Ge9 H4 O22,"(C8 H26 N4 4+)n,n(H4 Ge9 O22 4-)"
QAHPEX,3,NCCCCN,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']",Mn2 H6 C6 O12,"(C6 H6 Mn2 O12 2-)n,n(C4 H14 N2 2+)"
QAHQEW,2,Cc1ccc(CN)cc1,[1],"['Li', 'O', 'P']",['Li'],"['O', 'P']",Li4 P12 H8 O40,"(C8 H12 N1 1+)8n,n(H8 Li4 O40 P12 8-),4n(H2 O1)"
QAJJOB,3,C1CN2CCN1CC2,[1],"['F', 'In', 'O', 'P']",['In'],"['F', 'O', 'P']",In4 P4 H8 O20 F2,"(C6 H14 N2 2+)n,n(H8 F2 In4 O20 P4 2-)"
QAJJUH,3,CN1CCNCC1,[1],"['F', 'In', 'O', 'P']",['In'],"['F', 'O', 'P']",In8 P8 H16 O40 F4,"(C5 H14 N2 2+)2n,n(H16 F4 In8 O40 P8 4-)"
QAJKAO,3,C1CNCCN1,[0],"['O', 'P', 'V']",['V'],"['O', 'P']",V8 P14 H26 O48,"(C4 H12 N2 2+)n,2n(C4 H11 N2 1+),n(H26 O48 P14 V8 4-),3n(H2 O1)"
QAJKIV,3,NCCCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga3 P3 H2 O14,"(C3 H12 N2 2+)n,n(H2 Ga3 O14 P3 2-),n(H2 O1)"
QAKMIZ,2,NC1CCC(N)CC1,[],"['Ge', 'O']",['Ge'],['O'],Ge9 H12 O26,"(H12 Ge9 O26 4-)n,2n(C6 H16 N2 2+),n(H2 O1)"
QAKYEH,1,NCCCCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O6,"(H2 O6 P2 Zn1 2-)n,n(C6 H18 N2 2+)"
QAMDIT,1,NCCN,[0],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga1 P1 H1 O3 F3,"(C2 H10 N2 2+)n,n(H1 F3 Ga1 O3 P1 2-)"
QANJOE,0,c1ccncc1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga4 P4 H8 O21,"2(C5 H6 N1 1+),H8 Ga4 O21 P4 2-"
QANWOU,0,N=C(N)N,[1],"['O', 'P', 'Ta']",['Ta'],"['O', 'P']",Ta6 P4 H4 O36,"H4 O36 P4 Ta6 6-,6(C1 H6 N3 1+),4(H2 O1)"
QAPKAV,2,CNC,"[13, 3]","['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H2 Se4 O19,"(C2 H8 N1 1+)n,n(H2 O19 Se4 U2 1-),n(H5 O2),2n(H2 O1)"
QAQHOG,3,c1ccncc1,[1],"['Ga', 'O', 'P', 'Ti']","['Ga', 'Ti']","['O', 'P']",Ti3 Ga1 P5 H4 O22,"(C5 H6 N1 1+)n,n(H4 Ga1 O22 P5 Ti3 1-)"
QATHUO,0,c1ccc(CNCc2ccccc2)cc1,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']",Co1 P12 O36,"10(C14 H16 N1 1+),Co1 O36 P12 10-,2(H2 O1)"
QATNII,1,NCCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga1 P3 H2 O11,"(C2 H10 N2 2+)n,n(H2 Ga1 O11 P3 2-)"
QATPOR,3,c1ccncc1,[1],"['Ga', 'O', 'P', 'Ti']","['Ga', 'Ti']","['O', 'P']",Ti3 Ga1 P5 H3 O22,"(C5 H6 N1 1+)n,n(H3 Ga1 O22 P5 Ti3 1-)"
QAVPIO,3,CC(CN)CCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al4 P5 H1 O20,"(C6 H18 N2 2+)n,n(H1 Al4 O20 P5 2-)"
QAVPOU,3,CC(CN)CCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga16 P16 O64 F11,"(C6 H18 N2 2+)4n,3n(H3 O1 1+),n(F11 Ga16 O64 P16 11-)"
QAXPEK,2,NCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo5 O16,"(C2 H10 N2 2+)n,n(Mo5 O16 2-)"
QAXPIO,2,C1CNCCN1,[],"['Mo', 'O']",['Mo'],['O'],Mo5 O16,"(C4 H12 N2 2+)n,n(Mo5 O16 2-)"
QAXPIR,0,N=C(N)N,[1],"['Nb', 'O', 'P']",['Nb'],"['O', 'P']",Nb6 P4 O36,"Nb6 O36 P4 6-,6(C1 H6 N3 1+),4(H2 O1)"
QAXPOX,1,N=C(N)N,[1],"['Cd', 'Nb', 'O', 'P']","['Cd', 'Nb']","['O', 'P']",Nb6 Cd1 P4 H8 O40,"(H8 Cd1 Nb6 O40 P4 4-)n,4n(C1 H6 N3 1+),7n(H2 O1)"
QAXPUA,1,C1CN2CCN1CC2,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H2 O8,"(C6 H14 N2 2+)n,n(H2 O8 P2 Zn1 2-),n(H2 O1)"
QAXQAH,2,NCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P3 H3 O12,"(C3 H12 N2 2+)n,n(H3 O12 P3 Zn2 2-)"
QAXQEL,3,C1CN2CCN1CC2,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O16,"(C6 H14 N2 2+)n,n(H4 O16 P4 Zn3 2-)"
QAXQIP,3,CC(N)CN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']",Sn4 P3 O12,"(C3 H12 N2 2+)n,2n(O12 P3 Sn4 1-),2n(H2 O1)"
QAXQUB,3,NCCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']",Fe10 P16 H32 O68 F8,"(H32 F8 Fe10 O68 P16 2-)n,2n(C2 H9 N2 1+),6n(C2 H8 N2)"
